  n  E[WN]   sigma_WN     W50     W90      W95     W99 
4352   7.28    0.45       7.24    7.88     8.09    8.53
4353   7.28    0.45       7.24    7.88     8.09    8.53
4354   7.28    0.45       7.24    7.88     8.09    8.53
4355   7.28    0.45       7.24    7.88     8.09    8.53
4356   7.28    0.45       7.24    7.88     8.09    8.53
4357   7.28    0.45       7.24    7.88     8.09    8.53
4358   7.28    0.45       7.24    7.88     8.09    8.53
4359   7.28    0.45       7.24    7.88     8.09    8.53
4360   7.28    0.45       7.24    7.88     8.09    8.53
4361   7.28    0.45       7.24    7.88     8.09    8.53
4362   7.28    0.45       7.24    7.88     8.09    8.53
4363   7.28    0.45       7.24    7.88     8.09    8.53
4364   7.29    0.45       7.24    7.88     8.09    8.53
4365   7.29    0.45       7.24    7.88     8.09    8.53
4366   7.29    0.45       7.24    7.88     8.09    8.53
4367   7.29    0.45       7.24    7.88     8.09    8.53
4368   7.29    0.45       7.24    7.88     8.09    8.53
4369   7.29    0.45       7.24    7.88     8.09    8.53
4370   7.29    0.45       7.24    7.88     8.09    8.53
4371   7.29    0.45       7.24    7.88     8.09    8.53
4372   7.29    0.45       7.24    7.88     8.09    8.53
4373   7.29    0.45       7.24    7.88     8.09    8.53
4374   7.29    0.45       7.24    7.88     8.09    8.53
4375   7.29    0.45       7.24    7.88     8.09    8.53
4376   7.29    0.45       7.24    7.88     8.10    8.53
4377   7.29    0.45       7.24    7.88     8.10    8.53
4378   7.29    0.45       7.24    7.88     8.10    8.54
4379   7.29    0.45       7.24    7.88     8.10    8.54
4380   7.29    0.45       7.24    7.88     8.10    8.54
4381   7.29    0.45       7.24    7.88     8.10    8.54
4382   7.29    0.45       7.24    7.88     8.10    8.54
4383   7.29    0.45       7.24    7.88     8.10    8.54
4384   7.29    0.45       7.24    7.88     8.10    8.54
4385   7.29    0.45       7.24    7.88     8.10    8.54
4386   7.29    0.45       7.24    7.88     8.10    8.54
4387   7.29    0.45       7.24    7.88     8.10    8.54
4388   7.29    0.45       7.24    7.88     8.10    8.54
4389   7.29    0.45       7.24    7.88     8.10    8.54
4390   7.29    0.45       7.24    7.88     8.10    8.54
4391   7.29    0.45       7.24    7.88     8.10    8.54
4392   7.29    0.45       7.24    7.88     8.10    8.54
4393   7.29    0.45       7.24    7.88     8.10    8.54
4394   7.29    0.45       7.25    7.88     8.10    8.54
4395   7.29    0.45       7.25    7.88     8.10    8.54
4396   7.29    0.45       7.25    7.88     8.10    8.54
4397   7.29    0.45       7.25    7.89     8.10    8.54
4398   7.29    0.45       7.25    7.89     8.10    8.54
4399   7.29    0.45       7.25    7.89     8.10    8.54
4400   7.29    0.45       7.25    7.89     8.10    8.54
4401   7.29    0.45       7.25    7.89     8.10    8.54
4402   7.29    0.45       7.25    7.89     8.10    8.54
4403   7.29    0.45       7.25    7.89     8.10    8.54
4404   7.29    0.45       7.25    7.89     8.10    8.54
4405   7.29    0.45       7.25    7.89     8.10    8.54
4406   7.29    0.45       7.25    7.89     8.10    8.54
4407   7.29    0.45       7.25    7.89     8.10    8.54
4408   7.29    0.45       7.25    7.89     8.10    8.54
4409   7.29    0.45       7.25    7.89     8.10    8.54
4410   7.29    0.45       7.25    7.89     8.10    8.54
4411   7.29    0.45       7.25    7.89     8.10    8.54
4412   7.29    0.45       7.25    7.89     8.10    8.54
4413   7.29    0.45       7.25    7.89     8.10    8.54
4414   7.29    0.45       7.25    7.89     8.10    8.54
4415   7.29    0.45       7.25    7.89     8.10    8.54
4416   7.29    0.45       7.25    7.89     8.10    8.54
4417   7.29    0.45       7.25    7.89     8.10    8.54
4418   7.29    0.45       7.25    7.89     8.10    8.54
4419   7.29    0.45       7.25    7.89     8.10    8.54
4420   7.29    0.45       7.25    7.89     8.10    8.54
4421   7.29    0.45       7.25    7.89     8.10    8.54
4422   7.29    0.45       7.25    7.89     8.10    8.54
4423   7.29    0.45       7.25    7.89     8.10    8.54
4424   7.29    0.45       7.25    7.89     8.10    8.54
4425   7.29    0.45       7.25    7.89     8.10    8.54
4426   7.29    0.45       7.25    7.89     8.10    8.54
4427   7.29    0.45       7.25    7.89     8.10    8.54
4428   7.29    0.45       7.25    7.89     8.10    8.54
4429   7.29    0.45       7.25    7.89     8.10    8.54
4430   7.29    0.45       7.25    7.89     8.10    8.54
4431   7.29    0.45       7.25    7.89     8.10    8.54
4432   7.29    0.45       7.25    7.89     8.10    8.54
4433   7.29    0.45       7.25    7.89     8.10    8.54
4434   7.29    0.45       7.25    7.89     8.10    8.54
4435   7.29    0.45       7.25    7.89     8.10    8.54
4436   7.29    0.45       7.25    7.89     8.10    8.54
4437   7.29    0.45       7.25    7.89     8.10    8.54
4438   7.29    0.45       7.25    7.89     8.10    8.54
4439   7.29    0.45       7.25    7.89     8.10    8.54
4440   7.29    0.45       7.25    7.89     8.10    8.54
4441   7.29    0.45       7.25    7.89     8.10    8.54
4442   7.29    0.45       7.25    7.89     8.10    8.54
4443   7.29    0.45       7.25    7.89     8.10    8.54
4444   7.29    0.45       7.25    7.89     8.10    8.54
4445   7.29    0.45       7.25    7.89     8.10    8.54
4446   7.29    0.45       7.25    7.89     8.10    8.54
4447   7.29    0.45       7.25    7.89     8.10    8.54
4448   7.29    0.45       7.25    7.89     8.10    8.54
4449   7.29    0.45       7.25    7.89     8.10    8.54
4450   7.30    0.45       7.25    7.89     8.10    8.54
4451   7.30    0.45       7.25    7.89     8.10    8.54
4452   7.30    0.45       7.25    7.89     8.10    8.54
4453   7.30    0.45       7.25    7.89     8.10    8.54
4454   7.30    0.45       7.25    7.89     8.10    8.54
4455   7.30    0.45       7.25    7.89     8.10    8.54
4456   7.30    0.45       7.25    7.89     8.10    8.54
4457   7.30    0.45       7.25    7.89     8.10    8.54
4458   7.30    0.45       7.25    7.89     8.10    8.54
4459   7.30    0.45       7.25    7.89     8.10    8.54
4460   7.30    0.45       7.25    7.89     8.10    8.54
4461   7.30    0.45       7.25    7.89     8.10    8.54
4462   7.30    0.45       7.25    7.89     8.10    8.54
4463   7.30    0.45       7.25    7.89     8.10    8.54
4464   7.30    0.45       7.25    7.89     8.10    8.54
4465   7.30    0.45       7.25    7.89     8.10    8.54
4466   7.30    0.45       7.25    7.89     8.10    8.54
4467   7.30    0.45       7.25    7.89     8.10    8.54
4468   7.30    0.45       7.25    7.89     8.10    8.54
4469   7.30    0.45       7.25    7.89     8.10    8.54
4470   7.30    0.45       7.25    7.89     8.11    8.54
4471   7.30    0.45       7.25    7.89     8.11    8.54
4472   7.30    0.45       7.25    7.89     8.11    8.54
4473   7.30    0.45       7.25    7.89     8.11    8.54
4474   7.30    0.45       7.25    7.89     8.11    8.54
4475   7.30    0.45       7.25    7.89     8.11    8.54
4476   7.30    0.45       7.25    7.89     8.11    8.54
4477   7.30    0.45       7.25    7.89     8.11    8.54
4478   7.30    0.45       7.25    7.89     8.11    8.54
4479   7.30    0.45       7.25    7.89     8.11    8.54
4480   7.30    0.45       7.26    7.89     8.11    8.54
4481   7.30    0.45       7.26    7.89     8.11    8.54
4482   7.30    0.45       7.26    7.89     8.11    8.55
4483   7.30    0.45       7.26    7.89     8.11    8.55
4484   7.30    0.45       7.26    7.89     8.11    8.55
4485   7.30    0.45       7.26    7.89     8.11    8.55
4486   7.30    0.45       7.26    7.89     8.11    8.55
4487   7.30    0.45       7.26    7.89     8.11    8.55
4488   7.30    0.45       7.26    7.89     8.11    8.55
4489   7.30    0.45       7.26    7.89     8.11    8.55
4490   7.30    0.45       7.26    7.89     8.11    8.55
4491   7.30    0.45       7.26    7.89     8.11    8.55
4492   7.30    0.45       7.26    7.89     8.11    8.55
4493   7.30    0.45       7.26    7.90     8.11    8.55
4494   7.30    0.45       7.26    7.90     8.11    8.55
4495   7.30    0.45       7.26    7.90     8.11    8.55
4496   7.30    0.45       7.26    7.90     8.11    8.55
4497   7.30    0.45       7.26    7.90     8.11    8.55
4498   7.30    0.45       7.26    7.90     8.11    8.55
4499   7.30    0.45       7.26    7.90     8.11    8.55
4500   7.30    0.45       7.26    7.90     8.11    8.55
4501   7.30    0.45       7.26    7.90     8.11    8.55
4502   7.30    0.45       7.26    7.90     8.11    8.55
4503   7.30    0.45       7.26    7.90     8.11    8.55
4504   7.30    0.45       7.26    7.90     8.11    8.55
4505   7.30    0.45       7.26    7.90     8.11    8.55
4506   7.30    0.45       7.26    7.90     8.11    8.55
4507   7.30    0.45       7.26    7.90     8.11    8.55
4508   7.30    0.45       7.26    7.90     8.11    8.55
4509   7.30    0.45       7.26    7.90     8.11    8.55
4510   7.30    0.45       7.26    7.90     8.11    8.55
4511   7.30    0.45       7.26    7.90     8.11    8.55
4512   7.30    0.45       7.26    7.90     8.11    8.55
4513   7.30    0.45       7.26    7.90     8.11    8.55
4514   7.30    0.45       7.26    7.90     8.11    8.55
4515   7.30    0.45       7.26    7.90     8.11    8.55
4516   7.30    0.45       7.26    7.90     8.11    8.55
4517   7.30    0.45       7.26    7.90     8.11    8.55
4518   7.30    0.45       7.26    7.90     8.11    8.55
4519   7.30    0.45       7.26    7.90     8.11    8.55
4520   7.30    0.45       7.26    7.90     8.11    8.55
4521   7.30    0.45       7.26    7.90     8.11    8.55
4522   7.30    0.45       7.26    7.90     8.11    8.55
4523   7.30    0.45       7.26    7.90     8.11    8.55
4524   7.30    0.45       7.26    7.90     8.11    8.55
4525   7.30    0.45       7.26    7.90     8.11    8.55
4526   7.30    0.45       7.26    7.90     8.11    8.55
4527   7.30    0.45       7.26    7.90     8.11    8.55
4528   7.30    0.45       7.26    7.90     8.11    8.55
4529   7.30    0.45       7.26    7.90     8.11    8.55
4530   7.30    0.45       7.26    7.90     8.11    8.55
4531   7.30    0.45       7.26    7.90     8.11    8.55
4532   7.30    0.45       7.26    7.90     8.11    8.55
4533   7.30    0.45       7.26    7.90     8.11    8.55
4534   7.30    0.45       7.26    7.90     8.11    8.55
4535   7.30    0.45       7.26    7.90     8.11    8.55
4536   7.31    0.45       7.26    7.90     8.11    8.55
4537   7.31    0.45       7.26    7.90     8.11    8.55
4538   7.31    0.45       7.26    7.90     8.11    8.55
4539   7.31    0.45       7.26    7.90     8.11    8.55
4540   7.31    0.45       7.26    7.90     8.11    8.55
4541   7.31    0.45       7.26    7.90     8.11    8.55
4542   7.31    0.45       7.26    7.90     8.11    8.55
4543   7.31    0.45       7.26    7.90     8.11    8.55
4544   7.31    0.45       7.26    7.90     8.11    8.55
4545   7.31    0.45       7.26    7.90     8.11    8.55
4546   7.31    0.45       7.26    7.90     8.11    8.55
4547   7.31    0.45       7.26    7.90     8.11    8.55
4548   7.31    0.45       7.26    7.90     8.11    8.55
4549   7.31    0.45       7.26    7.90     8.11    8.55
4550   7.31    0.45       7.26    7.90     8.11    8.55
4551   7.31    0.45       7.26    7.90     8.11    8.55
4552   7.31    0.45       7.26    7.90     8.11    8.55
4553   7.31    0.45       7.26    7.90     8.11    8.55
4554   7.31    0.45       7.26    7.90     8.11    8.55
4555   7.31    0.45       7.26    7.90     8.11    8.55
4556   7.31    0.45       7.26    7.90     8.11    8.55
4557   7.31    0.45       7.26    7.90     8.11    8.55
4558   7.31    0.45       7.26    7.90     8.11    8.55
4559   7.31    0.45       7.26    7.90     8.11    8.55
4560   7.31    0.45       7.26    7.90     8.11    8.55
4561   7.31    0.45       7.26    7.90     8.11    8.55
4562   7.31    0.45       7.26    7.90     8.12    8.55
4563   7.31    0.45       7.26    7.90     8.12    8.55
4564   7.31    0.45       7.26    7.90     8.12    8.55
4565   7.31    0.45       7.26    7.90     8.12    8.55
4566   7.31    0.45       7.27    7.90     8.12    8.55
4567   7.31    0.45       7.27    7.90     8.12    8.55
4568   7.31    0.45       7.27    7.90     8.12    8.55
4569   7.31    0.45       7.27    7.90     8.12    8.55
4570   7.31    0.45       7.27    7.90     8.12    8.55
4571   7.31    0.45       7.27    7.90     8.12    8.55
4572   7.31    0.45       7.27    7.90     8.12    8.55
4573   7.31    0.45       7.27    7.90     8.12    8.55
4574   7.31    0.45       7.27    7.90     8.12    8.55
4575   7.31    0.45       7.27    7.90     8.12    8.55
4576   7.31    0.45       7.27    7.90     8.12    8.55
4577   7.31    0.45       7.27    7.90     8.12    8.55
4578   7.31    0.45       7.27    7.90     8.12    8.55
4579   7.31    0.45       7.27    7.90     8.12    8.55
4580   7.31    0.45       7.27    7.90     8.12    8.55
4581   7.31    0.45       7.27    7.90     8.12    8.55
4582   7.31    0.45       7.27    7.90     8.12    8.55
4583   7.31    0.45       7.27    7.90     8.12    8.56
4584   7.31    0.45       7.27    7.90     8.12    8.56
4585   7.31    0.45       7.27    7.90     8.12    8.56
4586   7.31    0.45       7.27    7.90     8.12    8.56
4587   7.31    0.45       7.27    7.90     8.12    8.56
4588   7.31    0.45       7.27    7.91     8.12    8.56
4589   7.31    0.45       7.27    7.91     8.12    8.56
4590   7.31    0.45       7.27    7.91     8.12    8.56
4591   7.31    0.45       7.27    7.91     8.12    8.56
4592   7.31    0.45       7.27    7.91     8.12    8.56
4593   7.31    0.45       7.27    7.91     8.12    8.56
4594   7.31    0.45       7.27    7.91     8.12    8.56
4595   7.31    0.45       7.27    7.91     8.12    8.56
4596   7.31    0.45       7.27    7.91     8.12    8.56
4597   7.31    0.45       7.27    7.91     8.12    8.56
4598   7.31    0.45       7.27    7.91     8.12    8.56
4599   7.31    0.45       7.27    7.91     8.12    8.56
4600   7.31    0.45       7.27    7.91     8.12    8.56
4601   7.31    0.45       7.27    7.91     8.12    8.56
4602   7.31    0.45       7.27    7.91     8.12    8.56
4603   7.31    0.45       7.27    7.91     8.12    8.56
4604   7.31    0.45       7.27    7.91     8.12    8.56
4605   7.31    0.45       7.27    7.91     8.12    8.56
4606   7.31    0.45       7.27    7.91     8.12    8.56
4607   7.31    0.45       7.27    7.91     8.12    8.56
4608   7.31    0.45       7.27    7.91     8.12    8.56
4609   7.31    0.45       7.27    7.91     8.12    8.56
4610   7.31    0.45       7.27    7.91     8.12    8.56
